ID,eyetrial,window,Condition,sum,Target_obj,Target_subj,Target_prop,SubjComp_prop,ObjComp_prop,Distr_prop,GivenSubj_prop,GivenObj_prop,surveyExclude,BL_Pic,Comp_subj_pic,First_pic,lgerror,excludeLargeError,excludeTriggerError,excludeRefError
21,99,NA,CG,NA,cabbage,panda,NA,NA,NA,NA,NA,NA,0,panda_cabbage,zebra_cabbage,zebra_cabbage,0,0,0,0
18,19,NA,CG,NA,cabbage,grizzly,NA,NA,NA,NA,NA,NA,1,grizzly_cabbage,lion_cabbage,lion_cabbage,0,0,0,0
6,39,NA,CG,NA,cabbage,lion,NA,NA,NA,NA,NA,NA,0,lion_cabbage,grizzly_cabbage,grizzly_cabbage,0,0,0,0
20,37,NA,CG,NA,cabbage,grizzly,NA,NA,NA,NA,NA,NA,0,grizzly_cabbage,lion_cabbage,lion_cabbage,0,0,0,0
4,34,NA,CG,NA,cabbage,lion,NA,NA,NA,NA,NA,NA,1,lion_cabbage,grizzly_cabbage,grizzly_cabbage,0,0,0,0
5,23,NA,CG,NA,cabbage,grizzly,NA,NA,NA,NA,NA,NA,0,grizzly_cabbage,lion_cabbage,lion_cabbage,0,0,0,0
15,41,NA,CG,NA,cabbage,grizzly,NA,NA,NA,NA,NA,NA,0,grizzly_cabbage,lion_cabbage,lion_cabbage,0,0,0,0
34,29,NA,CG,NA,cabbage,grizzly,NA,NA,NA,NA,NA,NA,1,grizzly_cabbage,lion_cabbage,lion_cabbage,1,0,0,0
27,90,NA,CG,NA,cabbage,zebra,NA,NA,NA,NA,NA,NA,0,zebra_cabbage,panda_cabbage,panda_cabbage,0,0,0,0
5,66,NA,CG,NA,cabbage,zebra,NA,NA,NA,NA,NA,NA,0,zebra_cabbage,panda_cabbage,panda_cabbage,0,0,0,0
20,54,NA,CG,NA,cabbage,lion,NA,NA,NA,NA,NA,NA,0,lion_cabbage,grizzly_cabbage,grizzly_cabbage,0,0,0,0
3,29,NA,CG,NA,cabbage,grizzly,NA,NA,NA,NA,NA,NA,0,grizzly_cabbage,lion_cabbage,lion_cabbage,0,0,0,0
21,63,NA,CG,NA,cabbage,grizzly,NA,NA,NA,NA,NA,NA,0,grizzly_cabbage,lion_cabbage,lion_cabbage,0,0,0,0
21,87,NA,CG,NA,cabbage,zebra,NA,NA,NA,NA,NA,NA,0,zebra_cabbage,panda_cabbage,panda_cabbage,0,0,0,0
31,83,NA,CG,NA,cabbage,zebra,NA,NA,NA,NA,NA,NA,0,zebra_cabbage,panda_cabbage,panda_cabbage,0,0,0,0
10,17,NA,CG,NA,cabbage,lion,NA,NA,NA,NA,NA,NA,1,lion_cabbage,grizzly_cabbage,grizzly_cabbage,0,0,0,0
39,100,NA,CG,NA,cabbage,panda,NA,NA,NA,NA,NA,NA,0,panda_cabbage,zebra_cabbage,zebra_cabbage,0,0,0,0
3,72,NA,CG,NA,cabbage,panda,NA,NA,NA,NA,NA,NA,0,panda_cabbage,zebra_cabbage,zebra_cabbage,0,0,0,0
21,46,NA,CG,NA,cabbage,lion,NA,NA,NA,NA,NA,NA,0,lion_cabbage,grizzly_cabbage,grizzly_cabbage,0,0,0,0
13,106,NA,CG,NA,cabbage,zebra,NA,NA,NA,NA,NA,NA,0,zebra_cabbage,panda_cabbage,panda_cabbage,0,0,0,0
28,84,NA,CG,NA,cabbage,zebra,NA,NA,NA,NA,NA,NA,0,zebra_cabbage,panda_cabbage,panda_cabbage,0,0,0,0
29,80,NA,CG,NA,cabbage,zebra,NA,NA,NA,NA,NA,NA,0,zebra_cabbage,panda_cabbage,panda_cabbage,0,0,0,0
25,111,NA,CG,NA,cabbage,zebra,NA,NA,NA,NA,NA,NA,0,zebra_cabbage,panda_cabbage,panda_cabbage,0,0,0,0
22,53,NA,CG,NA,cabbage,lion,NA,NA,NA,NA,NA,NA,0,lion_cabbage,grizzly_cabbage,grizzly_cabbage,0,0,0,0
23,96,NA,CG,NA,cabbage,panda,NA,NA,NA,NA,NA,NA,0,panda_cabbage,zebra_cabbage,zebra_cabbage,0,0,0,0
14,18,NA,CG,NA,cabbage,lion,NA,NA,NA,NA,NA,NA,0,lion_cabbage,grizzly_cabbage,grizzly_cabbage,0,0,0,0
20,105,NA,CG,NA,cabbage,zebra,NA,NA,NA,NA,NA,NA,0,zebra_cabbage,panda_cabbage,panda_cabbage,0,0,0,0
33,80,NA,CG,NA,cabbage,zebra,NA,NA,NA,NA,NA,NA,0,zebra_cabbage,panda_cabbage,panda_cabbage,0,0,0,0
14,109,NA,CG,NA,cabbage,zebra,NA,NA,NA,NA,NA,NA,0,zebra_cabbage,panda_cabbage,panda_cabbage,0,0,0,0
24,57,NA,CG,NA,cabbage,grizzly,NA,NA,NA,NA,NA,NA,1,grizzly_cabbage,lion_cabbage,lion_cabbage,0,0,0,0
28,22,NA,CG,NA,cabbage,grizzly,NA,NA,NA,NA,NA,NA,0,grizzly_cabbage,lion_cabbage,lion_cabbage,0,0,0,0
34,97,NA,CG,NA,cabbage,panda,NA,NA,NA,NA,NA,NA,1,panda_cabbage,zebra_cabbage,zebra_cabbage,0,0,0,0
4,23,NA,CG,NA,cabbage,grizzly,NA,NA,NA,NA,NA,NA,1,grizzly_cabbage,lion_cabbage,lion_cabbage,0,0,0,0
10,85,NA,CG,NA,cabbage,zebra,NA,NA,NA,NA,NA,NA,1,zebra_cabbage,panda_cabbage,panda_cabbage,0,0,0,0
17,82,NA,CG,NA,cabbage,panda,NA,NA,NA,NA,NA,NA,0,panda_cabbage,zebra_cabbage,zebra_cabbage,0,0,0,0
16,27,NA,CG,NA,cabbage,lion,NA,NA,NA,NA,NA,NA,0,lion_cabbage,grizzly_cabbage,grizzly_cabbage,0,0,0,0
22,109,NA,CG,NA,cabbage,zebra,NA,NA,NA,NA,NA,NA,0,zebra_cabbage,panda_cabbage,panda_cabbage,0,0,0,0
31,52,NA,CG,NA,cabbage,lion,NA,NA,NA,NA,NA,NA,0,lion_cabbage,grizzly_cabbage,grizzly_cabbage,0,0,0,0
14,81,NA,CG,NA,cabbage,panda,NA,NA,NA,NA,NA,NA,0,panda_cabbage,zebra_cabbage,zebra_cabbage,0,0,0,0
2,87,NA,CG,NA,cabbage,panda,NA,NA,NA,NA,NA,NA,0,panda_cabbage,zebra_cabbage,zebra_cabbage,0,0,0,0
14,20,NA,CG,NA,cabbage,grizzly,NA,NA,NA,NA,NA,NA,0,grizzly_cabbage,lion_cabbage,lion_cabbage,0,0,0,0
22,67,NA,CG,NA,cabbage,panda,NA,NA,NA,NA,NA,NA,0,panda_cabbage,zebra_cabbage,zebra_cabbage,0,0,0,0
35,85,NA,CG,NA,cabbage,zebra,NA,NA,NA,NA,NA,NA,0,zebra_cabbage,panda_cabbage,panda_cabbage,0,0,0,0
20,107,NA,CG,NA,cabbage,panda,NA,NA,NA,NA,NA,NA,0,panda_cabbage,zebra_cabbage,zebra_cabbage,0,0,0,0
19,50,NA,CG,NA,cabbage,lion,NA,NA,NA,NA,NA,NA,0,lion_cabbage,grizzly_cabbage,grizzly_cabbage,0,0,0,0
32,83,NA,CG,NA,cabbage,panda,NA,NA,NA,NA,NA,NA,0,panda_cabbage,zebra_cabbage,zebra_cabbage,0,0,0,0
9,32,NA,CG,NA,cabbage,lion,NA,NA,NA,NA,NA,NA,0,lion_cabbage,grizzly_cabbage,grizzly_cabbage,0,0,0,0
31,22,NA,CG,NA,cabbage,grizzly,NA,NA,NA,NA,NA,NA,0,grizzly_cabbage,lion_cabbage,lion_cabbage,0,0,0,0
29,27,NA,CG,NA,cabbage,grizzly,NA,NA,NA,NA,NA,NA,0,grizzly_cabbage,lion_cabbage,lion_cabbage,0,0,0,0
17,44,NA,CG,NA,cabbage,lion,NA,NA,NA,NA,NA,NA,0,lion_cabbage,grizzly_cabbage,grizzly_cabbage,0,0,0,0
36,73,NA,CG,NA,cabbage,zebra,NA,NA,NA,NA,NA,NA,0,zebra_cabbage,panda_cabbage,panda_cabbage,0,0,0,0
33,21,NA,CG,NA,cabbage,lion,NA,NA,NA,NA,NA,NA,0,lion_cabbage,grizzly_cabbage,grizzly_cabbage,0,0,0,0
13,39,NA,CG,NA,cabbage,lion,NA,NA,NA,NA,NA,NA,0,lion_cabbage,grizzly_cabbage,grizzly_cabbage,0,0,0,0
28,28,NA,CG,NA,cabbage,lion,NA,NA,NA,NA,NA,NA,0,lion_cabbage,grizzly_cabbage,grizzly_cabbage,0,0,0,0
25,83,NA,CG,NA,cabbage,panda,NA,NA,NA,NA,NA,NA,0,panda_cabbage,zebra_cabbage,zebra_cabbage,0,0,0,0
19,88,NA,CG,NA,cabbage,zebra,NA,NA,NA,NA,NA,NA,0,zebra_cabbage,panda_cabbage,panda_cabbage,0,0,0,0
30,24,NA,CG,NA,cabbage,lion,NA,NA,NA,NA,NA,NA,0,lion_cabbage,grizzly_cabbage,grizzly_cabbage,0,0,0,0
37,81,NA,CG,NA,cabbage,panda,NA,NA,NA,NA,NA,NA,0,panda_cabbage,zebra_cabbage,zebra_cabbage,0,0,0,0
35,62,NA,CG,NA,cabbage,lion,NA,NA,NA,NA,NA,NA,0,lion_cabbage,grizzly_cabbage,grizzly_cabbage,0,0,0,0
16,93,NA,CG,NA,cabbage,panda,NA,NA,NA,NA,NA,NA,0,panda_cabbage,zebra_cabbage,zebra_cabbage,0,0,0,0
26,28,NA,CG,NA,cabbage,lion,NA,NA,NA,NA,NA,NA,0,lion_cabbage,grizzly_cabbage,grizzly_cabbage,0,0,0,0
18,33,NA,CG,NA,cabbage,lion,NA,NA,NA,NA,NA,NA,1,lion_cabbage,grizzly_cabbage,grizzly_cabbage,0,0,0,0
30,92,NA,CG,NA,cabbage,zebra,NA,NA,NA,NA,NA,NA,0,zebra_cabbage,panda_cabbage,panda_cabbage,0,0,0,0
15,82,NA,CG,NA,cabbage,panda,NA,NA,NA,NA,NA,NA,0,panda_cabbage,zebra_cabbage,zebra_cabbage,0,0,0,0
8,47,NA,CG,NA,cabbage,grizzly,NA,NA,NA,NA,NA,NA,0,grizzly_cabbage,lion_cabbage,lion_cabbage,0,0,0,0
13,102,NA,CG,NA,cabbage,panda,NA,NA,NA,NA,NA,NA,0,panda_cabbage,zebra_cabbage,zebra_cabbage,0,0,0,0
19,23,NA,CG,NA,cabbage,grizzly,NA,NA,NA,NA,NA,NA,0,grizzly_cabbage,lion_cabbage,lion_cabbage,0,0,0,0
38,55,NA,CG,NA,cabbage,lion,NA,NA,NA,NA,NA,NA,0,lion_cabbage,grizzly_cabbage,grizzly_cabbage,0,0,0,0
10,29,NA,CG,NA,cabbage,grizzly,NA,NA,NA,NA,NA,NA,1,grizzly_cabbage,lion_cabbage,lion_cabbage,0,0,0,0
3,74,NA,CG,NA,cabbage,zebra,NA,NA,NA,NA,NA,NA,0,zebra_cabbage,panda_cabbage,panda_cabbage,0,0,0,0
7,110,NA,CG,NA,cabbage,zebra,NA,NA,NA,NA,NA,NA,0,zebra_cabbage,panda_cabbage,panda_cabbage,0,0,0,0
25,23,NA,CG,NA,cabbage,lion,NA,NA,NA,NA,NA,NA,0,lion_cabbage,grizzly_cabbage,grizzly_cabbage,0,0,0,0
36,100,NA,CG,NA,cabbage,panda,NA,NA,NA,NA,NA,NA,0,panda_cabbage,zebra_cabbage,zebra_cabbage,0,0,0,0
26,21,NA,CG,NA,cabbage,grizzly,NA,NA,NA,NA,NA,NA,0,grizzly_cabbage,lion_cabbage,lion_cabbage,0,0,0,0
16,45,NA,CG,NA,cabbage,grizzly,NA,NA,NA,NA,NA,NA,0,grizzly_cabbage,lion_cabbage,lion_cabbage,0,0,0,0
37,27,NA,CG,NA,cabbage,lion,NA,NA,NA,NA,NA,NA,0,lion_cabbage,grizzly_cabbage,grizzly_cabbage,0,0,0,0
23,102,NA,CG,NA,cabbage,zebra,NA,NA,NA,NA,NA,NA,0,zebra_cabbage,panda_cabbage,panda_cabbage,0,0,0,0
36,31,NA,CG,NA,cabbage,grizzly,NA,NA,NA,NA,NA,NA,0,grizzly_cabbage,lion_cabbage,lion_cabbage,0,0,0,0
23,59,NA,CG,NA,cabbage,grizzly,NA,NA,NA,NA,NA,NA,0,grizzly_cabbage,lion_cabbage,lion_cabbage,0,0,0,0
27,85,NA,CG,NA,cabbage,panda,NA,NA,NA,NA,NA,NA,0,panda_cabbage,zebra_cabbage,zebra_cabbage,0,0,0,0
35,20,NA,CG,NA,cabbage,grizzly,NA,NA,NA,NA,NA,NA,0,grizzly_cabbage,lion_cabbage,lion_cabbage,0,0,0,0
10,105,NA,CG,NA,cabbage,panda,NA,NA,NA,NA,NA,NA,1,panda_cabbage,zebra_cabbage,zebra_cabbage,0,0,0,0
38,68,NA,CG,NA,cabbage,zebra,NA,NA,NA,NA,NA,NA,0,zebra_cabbage,panda_cabbage,panda_cabbage,0,0,0,0
2,43,NA,CG,NA,cabbage,grizzly,NA,NA,NA,NA,NA,NA,0,grizzly_cabbage,lion_cabbage,lion_cabbage,0,0,0,0
32,64,NA,CG,NA,cabbage,grizzly,NA,NA,NA,NA,NA,NA,0,grizzly_cabbage,lion_cabbage,lion_cabbage,0,0,0,0
35,62,NA,CG,NA,cabbage,lion,NA,NA,NA,NA,NA,NA,0,lion_cabbage,grizzly_cabbage,grizzly_cabbage,1,0,0,0
7,45,NA,CG,NA,cabbage,grizzly,NA,NA,NA,NA,NA,NA,0,grizzly_cabbage,lion_cabbage,lion_cabbage,1,0,0,0
33,46,NA,CG,NA,cabbage,grizzly,NA,NA,NA,NA,NA,NA,0,grizzly_cabbage,lion_cabbage,lion_cabbage,0,0,0,0
27,44,NA,CG,NA,cabbage,lion,NA,NA,NA,NA,NA,NA,0,lion_cabbage,grizzly_cabbage,grizzly_cabbage,0,0,0,0
18,86,NA,CG,NA,cabbage,zebra,NA,NA,NA,NA,NA,NA,1,zebra_cabbage,panda_cabbage,panda_cabbage,0,0,0,0
8,112,NA,CG,NA,cabbage,zebra,NA,NA,NA,NA,NA,NA,0,zebra_cabbage,panda_cabbage,panda_cabbage,0,0,0,0
22,58,NA,CG,NA,cabbage,grizzly,NA,NA,NA,NA,NA,NA,0,grizzly_cabbage,lion_cabbage,lion_cabbage,0,0,0,0
2,96,NA,CG,NA,cabbage,zebra,NA,NA,NA,NA,NA,NA,0,zebra_cabbage,panda_cabbage,panda_cabbage,0,0,0,0
38,98,NA,CG,NA,cabbage,panda,NA,NA,NA,NA,NA,NA,0,panda_cabbage,zebra_cabbage,zebra_cabbage,0,0,0,0
2,62,NA,CG,NA,cabbage,lion,NA,NA,NA,NA,NA,NA,0,lion_cabbage,grizzly_cabbage,grizzly_cabbage,0,0,0,0
35,85,NA,CG,NA,cabbage,zebra,NA,NA,NA,NA,NA,NA,0,zebra_cabbage,panda_cabbage,panda_cabbage,1,0,0,0
18,88,NA,CG,NA,cabbage,panda,NA,NA,NA,NA,NA,NA,1,panda_cabbage,zebra_cabbage,zebra_cabbage,0,0,0,0
35,80,NA,CG,NA,cabbage,panda,NA,NA,NA,NA,NA,NA,0,panda_cabbage,zebra_cabbage,zebra_cabbage,0,0,0,0
4,80,NA,CG,NA,cabbage,panda,NA,NA,NA,NA,NA,NA,1,panda_cabbage,zebra_cabbage,zebra_cabbage,0,0,0,0
7,45,NA,CG,NA,cabbage,grizzly,NA,NA,NA,NA,NA,NA,0,grizzly_cabbage,lion_cabbage,lion_cabbage,0,0,0,0
25,53,NA,CG,NA,cabbage,grizzly,NA,NA,NA,NA,NA,NA,0,grizzly_cabbage,lion_cabbage,lion_cabbage,0,0,0,0
9,106,NA,CG,NA,cabbage,panda,NA,NA,NA,NA,NA,NA,0,panda_cabbage,zebra_cabbage,zebra_cabbage,0,0,0,0
33,69,NA,CG,NA,cabbage,panda,NA,NA,NA,NA,NA,NA,0,panda_cabbage,zebra_cabbage,zebra_cabbage,0,0,0,0
3,40,NA,CG,NA,cabbage,lion,NA,NA,NA,NA,NA,NA,0,lion_cabbage,grizzly_cabbage,grizzly_cabbage,0,0,0,0
17,87,NA,CG,NA,cabbage,zebra,NA,NA,NA,NA,NA,NA,0,zebra_cabbage,panda_cabbage,panda_cabbage,0,0,0,0
7,64,NA,CG,NA,cabbage,lion,NA,NA,NA,NA,NA,NA,0,lion_cabbage,grizzly_cabbage,grizzly_cabbage,0,0,0,0
32,37,NA,CG,NA,cabbage,lion,NA,NA,NA,NA,NA,NA,0,lion_cabbage,grizzly_cabbage,grizzly_cabbage,0,0,0,0
39,54,NA,CG,NA,cabbage,grizzly,NA,NA,NA,NA,NA,NA,0,grizzly_cabbage,lion_cabbage,lion_cabbage,0,0,0,0
24,38,NA,CG,NA,cabbage,lion,NA,NA,NA,NA,NA,NA,1,lion_cabbage,grizzly_cabbage,grizzly_cabbage,0,0,0,0
28,104,NA,CG,NA,cabbage,panda,NA,NA,NA,NA,NA,NA,0,panda_cabbage,zebra_cabbage,zebra_cabbage,0,0,0,0
29,25,NA,CG,NA,cabbage,lion,NA,NA,NA,NA,NA,NA,0,lion_cabbage,grizzly_cabbage,grizzly_cabbage,0,0,0,0
13,54,NA,CG,NA,cabbage,grizzly,NA,NA,NA,NA,NA,NA,0,grizzly_cabbage,lion_cabbage,lion_cabbage,0,0,0,0
19,82,NA,CG,NA,cabbage,panda,NA,NA,NA,NA,NA,NA,0,panda_cabbage,zebra_cabbage,zebra_cabbage,0,0,0,0
9,95,NA,CG,NA,cabbage,zebra,NA,NA,NA,NA,NA,NA,0,zebra_cabbage,panda_cabbage,panda_cabbage,0,0,0,0
7,70,NA,CG,NA,cabbage,panda,NA,NA,NA,NA,NA,NA,0,panda_cabbage,zebra_cabbage,zebra_cabbage,0,0,0,0
30,32,NA,CG,NA,cabbage,grizzly,NA,NA,NA,NA,NA,NA,0,grizzly_cabbage,lion_cabbage,lion_cabbage,0,0,0,0
29,98,NA,CG,NA,cabbage,panda,NA,NA,NA,NA,NA,NA,0,panda_cabbage,zebra_cabbage,zebra_cabbage,0,0,0,0
6,78,NA,CG,NA,cabbage,zebra,NA,NA,NA,NA,NA,NA,0,zebra_cabbage,panda_cabbage,panda_cabbage,0,0,0,0
39,27,NA,CG,NA,cabbage,lion,NA,NA,NA,NA,NA,NA,0,lion_cabbage,grizzly_cabbage,grizzly_cabbage,0,0,0,0
38,54,NA,CG,NA,cabbage,grizzly,NA,NA,NA,NA,NA,NA,0,grizzly_cabbage,lion_cabbage,lion_cabbage,0,0,0,0
27,41,NA,CG,NA,cabbage,grizzly,NA,NA,NA,NA,NA,NA,0,grizzly_cabbage,lion_cabbage,lion_cabbage,0,0,0,0
9,39,NA,CG,NA,cabbage,grizzly,NA,NA,NA,NA,NA,NA,0,grizzly_cabbage,lion_cabbage,lion_cabbage,0,0,0,0
24,68,NA,CG,NA,cabbage,panda,NA,NA,NA,NA,NA,NA,1,panda_cabbage,zebra_cabbage,zebra_cabbage,0,0,0,0
36,58,NA,CG,NA,cabbage,lion,NA,NA,NA,NA,NA,NA,0,lion_cabbage,grizzly_cabbage,grizzly_cabbage,0,0,0,0
12,41,NA,CG,NA,cabbage,grizzly,NA,NA,NA,NA,NA,NA,0,grizzly_cabbage,lion_cabbage,lion_cabbage,0,0,0,0
15,83,NA,CG,NA,cabbage,zebra,NA,NA,NA,NA,NA,NA,0,zebra_cabbage,panda_cabbage,panda_cabbage,0,0,0,0
17,32,NA,CG,NA,cabbage,grizzly,NA,NA,NA,NA,NA,NA,0,grizzly_cabbage,lion_cabbage,lion_cabbage,0,0,0,0
39,96,NA,CG,NA,cabbage,zebra,NA,NA,NA,NA,NA,NA,0,zebra_cabbage,panda_cabbage,panda_cabbage,0,0,0,0
5,107,NA,CG,NA,cabbage,panda,NA,NA,NA,NA,NA,NA,0,panda_cabbage,zebra_cabbage,zebra_cabbage,0,0,0,0
17,32,NA,CG,NA,cabbage,grizzly,NA,NA,NA,NA,NA,NA,0,grizzly_cabbage,lion_cabbage,lion_cabbage,1,0,0,0
19,62,NA,CG,NA,garlic,panda,NA,NA,NA,NA,NA,NA,0,zebra_lemon,zebra_garlic,zebra_garlic,0,0,0,0
2,25,NA,CG,NA,garlic,zebra,NA,NA,NA,NA,NA,NA,0,panda_lemon,panda_garlic,panda_garlic,1,0,0,0
34,76,NA,CG,NA,garlic,lion,NA,NA,NA,NA,NA,NA,1,grizzly_lemon,grizzly_garlic,grizzly_garlic,0,0,0,0
2,83,NA,CG,NA,garlic,grizzly,NA,NA,NA,NA,NA,NA,0,lion_lemon,lion_garlic,lion_garlic,0,0,0,0
2,25,NA,CG,NA,garlic,zebra,NA,NA,NA,NA,NA,NA,0,panda_lemon,panda_garlic,panda_garlic,0,0,0,0
38,42,NA,CG,NA,garlic,panda,NA,NA,NA,NA,NA,NA,0,zebra_lemon,zebra_garlic,zebra_garlic,0,0,0,0
5,22,NA,CG,NA,garlic,panda,NA,NA,NA,NA,NA,NA,0,zebra_lemon,zebra_garlic,zebra_garlic,0,0,0,0
17,48,NA,CG,NA,garlic,panda,NA,NA,NA,NA,NA,NA,0,zebra_lemon,zebra_garlic,zebra_garlic,0,0,0,0
7,71,NA,CG,NA,garlic,lion,NA,NA,NA,NA,NA,NA,0,grizzly_lemon,grizzly_garlic,grizzly_garlic,0,0,0,0
26,48,NA,CG,NA,garlic,panda,NA,NA,NA,NA,NA,NA,0,zebra_lemon,zebra_garlic,zebra_garlic,0,0,0,0
25,82,NA,CG,NA,garlic,grizzly,NA,NA,NA,NA,NA,NA,0,lion_lemon,lion_garlic,lion_garlic,0,0,0,0
27,107,NA,CG,NA,garlic,lion,NA,NA,NA,NA,NA,NA,0,grizzly_lemon,grizzly_garlic,grizzly_garlic,0,0,0,0
14,43,NA,CG,NA,garlic,panda,NA,NA,NA,NA,NA,NA,0,zebra_lemon,zebra_garlic,zebra_garlic,0,0,0,0
33,92,NA,CG,NA,garlic,lion,NA,NA,NA,NA,NA,NA,0,grizzly_lemon,grizzly_garlic,grizzly_garlic,0,0,0,0
9,28,NA,CG,NA,garlic,panda,NA,NA,NA,NA,NA,NA,0,zebra_lemon,zebra_garlic,zebra_garlic,0,0,0,0
9,81,NA,CG,NA,garlic,lion,NA,NA,NA,NA,NA,NA,0,grizzly_lemon,grizzly_garlic,grizzly_garlic,0,0,0,0
32,59,NA,CG,NA,garlic,panda,NA,NA,NA,NA,NA,NA,0,zebra_lemon,zebra_garlic,zebra_garlic,0,0,0,0
24,69,NA,CG,NA,garlic,grizzly,NA,NA,NA,NA,NA,NA,1,lion_lemon,lion_garlic,lion_garlic,0,0,0,0
8,88,NA,CG,NA,garlic,grizzly,NA,NA,NA,NA,NA,NA,0,lion_lemon,lion_garlic,lion_garlic,0,0,0,0
38,80,NA,CG,NA,garlic,lion,NA,NA,NA,NA,NA,NA,0,grizzly_lemon,grizzly_garlic,grizzly_garlic,0,0,0,0
21,101,NA,CG,NA,garlic,grizzly,NA,NA,NA,NA,NA,NA,0,lion_lemon,lion_garlic,lion_garlic,0,0,0,0
13,51,NA,CG,NA,garlic,panda,NA,NA,NA,NA,NA,NA,0,zebra_lemon,zebra_garlic,zebra_garlic,0,0,0,0
4,55,NA,CG,NA,garlic,zebra,NA,NA,NA,NA,NA,NA,1,panda_lemon,panda_garlic,panda_garlic,0,0,0,0
7,38,NA,CG,NA,garlic,zebra,NA,NA,NA,NA,NA,NA,0,panda_lemon,panda_garlic,panda_garlic,0,0,0,0
5,71,NA,CG,NA,garlic,lion,NA,NA,NA,NA,NA,NA,0,grizzly_lemon,grizzly_garlic,grizzly_garlic,0,0,0,0
26,58,NA,CG,NA,garlic,zebra,NA,NA,NA,NA,NA,NA,0,panda_lemon,panda_garlic,panda_garlic,0,0,0,0
36,20,NA,CG,NA,garlic,zebra,NA,NA,NA,NA,NA,NA,0,panda_lemon,panda_garlic,panda_garlic,0,0,0,0
30,56,NA,CG,NA,garlic,panda,NA,NA,NA,NA,NA,NA,0,zebra_lemon,zebra_garlic,zebra_garlic,0,0,0,0
22,93,NA,CG,NA,garlic,lion,NA,NA,NA,NA,NA,NA,0,grizzly_lemon,grizzly_garlic,grizzly_garlic,0,0,0,0
18,94,NA,CG,NA,garlic,grizzly,NA,NA,NA,NA,NA,NA,1,lion_lemon,lion_garlic,lion_garlic,0,0,0,0
39,71,NA,CG,NA,garlic,lion,NA,NA,NA,NA,NA,NA,0,grizzly_lemon,grizzly_garlic,grizzly_garlic,0,0,0,0
17,45,NA,CG,NA,garlic,zebra,NA,NA,NA,NA,NA,NA,0,panda_lemon,panda_garlic,panda_garlic,1,0,0,0
35,65,NA,CG,NA,garlic,lion,NA,NA,NA,NA,NA,NA,0,grizzly_lemon,grizzly_garlic,grizzly_garlic,0,0,0,0
6,42,NA,CG,NA,garlic,panda,NA,NA,NA,NA,NA,NA,0,zebra_lemon,zebra_garlic,zebra_garlic,0,0,0,0
18,98,NA,CG,NA,garlic,lion,NA,NA,NA,NA,NA,NA,1,grizzly_lemon,grizzly_garlic,grizzly_garlic,0,0,0,0
3,34,NA,CG,NA,garlic,panda,NA,NA,NA,NA,NA,NA,0,zebra_lemon,zebra_garlic,zebra_garlic,0,0,0,0
24,59,NA,CG,NA,garlic,zebra,NA,NA,NA,NA,NA,NA,1,panda_lemon,panda_garlic,panda_garlic,0,0,0,0
31,112,NA,CG,NA,garlic,lion,NA,NA,NA,NA,NA,NA,0,grizzly_lemon,grizzly_garlic,grizzly_garlic,0,0,0,0
20,50,NA,CG,NA,garlic,panda,NA,NA,NA,NA,NA,NA,0,zebra_lemon,zebra_garlic,zebra_garlic,0,0,0,0
2,67,NA,CG,NA,garlic,lion,NA,NA,NA,NA,NA,NA,0,grizzly_lemon,grizzly_garlic,grizzly_garlic,0,0,0,0
19,105,NA,CG,NA,garlic,grizzly,NA,NA,NA,NA,NA,NA,0,lion_lemon,lion_garlic,lion_garlic,0,0,0,0
27,28,NA,CG,NA,garlic,zebra,NA,NA,NA,NA,NA,NA,0,panda_lemon,panda_garlic,panda_garlic,0,0,0,0
8,66,NA,CG,NA,garlic,lion,NA,NA,NA,NA,NA,NA,0,grizzly_lemon,grizzly_garlic,grizzly_garlic,0,0,0,0
22,27,NA,CG,NA,garlic,panda,NA,NA,NA,NA,NA,NA,0,zebra_lemon,zebra_garlic,zebra_garlic,0,0,0,0
12,91,NA,CG,NA,garlic,lion,NA,NA,NA,NA,NA,NA,0,grizzly_lemon,grizzly_garlic,grizzly_garlic,0,0,0,0
9,17,NA,CG,NA,garlic,zebra,NA,NA,NA,NA,NA,NA,0,panda_lemon,panda_garlic,panda_garlic,0,0,0,0
29,41,NA,CG,NA,garlic,panda,NA,NA,NA,NA,NA,NA,0,zebra_lemon,zebra_garlic,zebra_garlic,0,0,0,0
17,45,NA,CG,NA,garlic,zebra,NA,NA,NA,NA,NA,NA,0,panda_lemon,panda_garlic,panda_garlic,0,0,0,0
26,90,NA,CG,NA,garlic,grizzly,NA,NA,NA,NA,NA,NA,0,lion_lemon,lion_garlic,lion_garlic,0,0,0,0
21,80,NA,CG,NA,garlic,lion,NA,NA,NA,NA,NA,NA,0,grizzly_lemon,grizzly_garlic,grizzly_garlic,0,0,0,0
15,46,NA,CG,NA,garlic,panda,NA,NA,NA,NA,NA,NA,0,zebra_lemon,zebra_garlic,zebra_garlic,0,0,0,0
14,90,NA,CG,NA,garlic,grizzly,NA,NA,NA,NA,NA,NA,0,lion_lemon,lion_garlic,lion_garlic,0,0,0,0
19,32,NA,CG,NA,garlic,zebra,NA,NA,NA,NA,NA,NA,0,panda_lemon,panda_garlic,panda_garlic,0,0,0,0
34,72,NA,CG,NA,garlic,grizzly,NA,NA,NA,NA,NA,NA,1,lion_lemon,lion_garlic,lion_garlic,0,0,0,0
10,24,NA,CG,NA,garlic,panda,NA,NA,NA,NA,NA,NA,1,zebra_lemon,zebra_garlic,zebra_garlic,0,0,0,0
