ID,eyetrial,TL_early,TL_prenuclear,TL_nuclear,TL_adverb,TR_early,TR_prenuclear,TR_nuclear,TR_adverb,BR_early,BR_prenuclear,BR_nuclear,BR_adverb,BL_early,BL_prenuclear,BL_nuclear,BL_adverb
1,74,0,0,0,0.012837353713876284,0,0,0,0.03731788870312873,0.0330188679245283,0.0429902077860043,0,0.008180081203725818,0,0.020659183186052067,0.011344638165751134,0.04782660616192978
1,75,0,0,0,0.12194308581591819,0.033236994219653176,0.032458870609159626,0,0,0,0,0,0,0,0.02929079590929302,0,0.030013339261894176
1,76,0,0,0,0.014884819846426462,0.0112817483756645,0.048316597755463674,0.03591258121677496,0,0,0,0,0,0,0,0,0.11045481393975191
1,77,0,0,0,0,0,0,0,0,0.019242373449547434,0.06262152195776065,0.01267180690579953,0.082936640965471,0.01689574254106604,0,0.011397921555481059,0
1,78,0.03427984946972289,0.019295244611700308,0.008826548067054397,0,0,0.058296270954498804,0.014368799178925761,0,0,0,0,0.05473828258638385,0,0,0,0
1,79,0.024544594274899457,0.05269694819020582,0,0.08960255500354862,0,0,0,0,0,0.014253607759640408,0.014904187366926898,0.018216229004021766,0,0,0,0
1,80,0,0.03131607520429739,0,0,0,0,0,0.09949139950854334,0,0,0.03863077890165152,0,0,0,0,0
1,81,0,0.04189468563784507,0,0.07241882524626049,0,0.047610361182050344,0,0,0,0,0.014349993919494103,0.034111638088288945,0,0,0,0
1,82,0,0,0.02242412526580321,0.11089632063921645,0.014820542560732007,0.08273728977382563,0,0.021522005283845607,0,0,0,0,0,0,0,0
1,83,0,0.02490510754478258,0.03555969900779117,0.01964440300992209,0.032762868748751416,0.0469467936338816,0,0.0648598255310648,0,0,0,0,0,0,0,0.023040554038756076
1,84,0,0,0,0,0.03510028653295129,0.03205587392550143,0,0,0,0,0,0,0,0.03014565425023878,0.028712989493791786,0.09192932187201529
1,85,0.010793111811787534,0,0,0,0.02619451855445064,0.06281833616298811,0,0.04735629396070822,0,0,0,0,0,0.004001940334707737,0.03438030560271647,0
1,86,0,0,0.008652094717668488,0,0.033697632058287796,0.05874316939890711,0.036559979182930004,0,0,0,0,0,0,0,0,0.06036950299245381
1,87,0.0035075885328836424,0,0.01996627318718381,0,0.03305227655986509,0,0,0,0.006880269814502529,0.060978077571669474,0.018279932546374368,0.06745362563237774,0,0,0,0
1,88,0,0.023061825318940136,0,0.02024043179587831,0,0.05857458292443572,0,0,0,0.01386162904808636,0.03532875368007851,0.029256624141315014,0,0,0,0
1,89,0,0,0,0,0,0,0,0,0,0.034731731607120626,0.01829951450267646,0.028569650192954064,0.02707581227436823,0.042387650939873026,0,0.05838416531806299
1,90,0,0.01564288439526898,0.021175123998473867,0,0.04139641358260206,0.03980668955869261,0,0.05099834668701513,0,0,0,0,0,0,0.02727966425028615,0.03573699605748442
1,91,0,0.02066562537546558,0,0,0,0,0,0,0.04073050582722576,0.01033281268773279,0.037426408746846086,0.09900276342664904,0,0.0202451039288718,0,0
1,92,0.015577757328776127,0.01511765479163928,0,0,0,0.013211515709215197,0,0,0,0.012225581701064808,0.02734323649270409,0.08748521098987774,0,0,0,0
1,93,0,0,0,0,0.017522389720198032,0.04917394448461924,0.029537742671190966,0,0,0,0,0,0,0,0.014685431384546921,0.092785225566001
1,94,0,0.015324570969408254,0.018309131607645066,0.1254663375997245,0.03598691384950927,0,0,0,0,0.008264937152040406,0,0,0,0.03673305400906847,0,0
1,95,0.005168119551681195,0.04800747198007472,0,0,0.013760896637608966,0.016687422166874223,0,0,0,0.012391033623910336,0.020983810709838107,0.11961394769613948,0,0,0,0
1,96,0,0.02459651003513787,0.008635578583765112,0.12667500446667856,0,0,0,0,0.012625811446608301,0.04430945149187065,0,0,0,0,0,0
1,97,0.013708958804578793,0,0,0,0,0,0,0,0.029816985399958872,0.012475152512166701,0,0,0,0.046541915141545,0.03694564397833985,0.06230721776681061
1,98,0,0,0,0,0,0,0.019318025574040974,0,0,0.06022274164718823,0.017186855492919016,0.00680599477519593,0.02619276777120858,0.014024474082221917,0,0.052591777808332185
1,99,0,0,0,0,0,0.011228988702121797,0.02617801047120419,0.0631716726370901,0.010057867181041609,0.0181179388261229,0,0,0.030449159548084873,0.04519151281344723,0,0
2,100,0,0,0,0.027713178294573645,0,0,0,0,0,0,0,0.023320413436692507,0,0,0.021963824289405683,0
2,101,0,0,0,0.05341578327444052,0,0,0,0,0,0,0,0,0,0,0,0
2,102,0,0.009050621059858936,0.012358779102428063,0.04843642718931403,0,0,0,0,0,0.06092004244429187,0,0.04182011110417577,0,0,0,0
2,103,0,0,0.014532994623973533,0,0,0,0.011697288355881137,0.029774915814970167,0,0.020617947657588467,0,0.012996987062090152,0,0.011047439002776629,0.011992674425474095,0
2,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06878365014833535
2,105,0,0,0,0,0,0,0,0,0,0,0,0.032054455445544555,0,0,0,0.019183168316831683
2,106,0,0,0.012549447551493656,0.0759787205019779,0,0,0,0,0,0.10933024144045833,0,0,0,0,0,0
2,107,0,0,0.014522467110883308,0.05433111225012814,0,0.07090381001195968,0,0,0,0.019648043738253886,0,0,0,0,0,0
2,108,0,0,0,0.14399211677033935,0,0,0,0,0.016382336638541602,0.06940937365276836,0,0,0,0,0,0
2,109,0.01701507049100632,0.03573164803111327,0,0,0,0,0,0,0,0,0,0.12445308701993194,0,0,0,0
2,110,0,0,0,0,0,0.006522954587811393,0,0,0,0,0,0.07467229918618376,0,0.06566440951730136,0,0.0277691495309685
2,111,0,0.009919664687390849,0,0,0,0.031156129933636045,0,0,0,0.012574222843171499,0,0.04792176039119805,0.001466992665036675,0.03178484107579462,0,0.028361858190709046
2,112,0,0,0.00703033459185002,0,0,0,0.00956906652779586,0,0,0.07127978127847936,0,0,0,0.01757583647962505,0,0.03085535737534175
2,17,0,0,0,0,0,0,0,0,0,0,0,0.02351839069125333,0,0,0,0.05177004240212997
2,18,0,0,0,0.0851581508515815,0,0,0,0,0.009207575974428702,0.0320595391441248,0.011688373646295502,0.136920948428033,0,0.014264586613234102,0,0.012213157769190401
2,19,0,0,0,0.05856107083100948,7.250418293363079e-4,0.0448968209704406,0.011823759063022866,0.06854433909648634,0.0196319018404908,0,0,0,0.00992749581706637,0.01818181818181818,0,0
2,20,0,0,0,0,0,0,0,0,0,0.028608132812886013,0,0.08449034043183952,0,0,0,0.07228618014724048
2,21,0,0,0,0.059753452802191534,0,0,0.01455313320397215,0,0,0,0,0,0,0,0,0
2,22,0,0,0,0,0,0,0.016214622641509434,0.039111635220125784,0,0.006240172955974843,0,0,0,0.014003537735849057,0.00884433962264151,0.007959905660377358
2,23,0,0.05071937218427554,0,0.021605386813932082,0,0,0.0240275153805164,0.07813786755800999,9.688514266337257e-4,0,0,0.025674562805793732,0.010221382550985807,0,0,0.06825558300634597
2,24,0,0,0,0.025290350591555412,0.03500488440247476,0.023065233908607402,0,0.031965700640399435,0,0,0,0.03500488440247476,0,0.023607945294692283,0.009334635840659937,0.020894388364267883
2,25,0,0.015505683474205771,0,0,0.03264354415622268,0.04774118332847566,0.02121830370154474,0,0,0,0,0.11611774992713494,0,0,0,0.033751092975808805
2,26,0,0,0.0174819965234666,0.05646883536131115,0,0,0,0.018475291780481747,0.013757139309659796,0.028656568164887014,0,0,0,0.02130618326297492,0,0
2,27,0,0,0,0,0,0,0,0.06027025498954034,0,0,0.01424775258664556,0.00542771527110307,0.030757053202917398,0.04896251484140894,0.018770848645898116,0
2,28,0,0,0,0.03475776693250803,0.03809070348768004,0,0.011486727770503512,0.007380073800738007,0,0,0,0,0,0.03565051779550053,0.011724794667301511,0
2,29,0,0.011316259678379988,0.025074449076831446,0.006789755807027993,0,0,0.01429422275163788,0,0,0.024776652769505657,0,0.07778439547349612,0,0,0,0
2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04225534672715489
2,31,0,0,0,0.03174517332756476,0,0,0,0.03098804823968417,0,0,0,0.01562922502839219,0,0,0,0.007246768698285652
2,32,0.04064215803294342,0.042850322272618764,0.02488660778228694,0,0,0,0,0.01694915254237288,0,0,0,0.06588684650274529,0,0,0,0
2,33,0.012404016538688719,0,0,0,0.010846802341191,0.033238468560382324,0,0.061053535950169144,0,0,0,0,0,0.02475433603608441,0.024217365623154165,0.022230575095312247
2,34,0,0,0,0,0,0,0,0,0,0,0,0.04116418513777538,0,0,0.0477666239978441,0.024253857036987132
2,35,0,0,0,0,0,0.011416434355502455,0,0.07407407407407407,0.044271870436744985,0.02429311031461569,0,0.01825302004513474,0,0.009757068896853844,0.02502323111642108,0.0023894862604540022
2,36,0,0,0,0.05154793359589212,0,0,0,0.038087641457699786,0,0,0,0.04332219951144125,0,0,0,0.06321352011565881
2,37,0,0,0,0,0.02709436312675179,0.060043600124571786,0.029585798816568046,0.04939271255060729,0,0,0,0,0,0,0,0.09398941139831828
2,38,0,0,0,0,0,0,0,0,0,0,0.027935399388913137,0,0,0,0,0.04315021512751761
2,39,0,0.012829514265653923,0,0.03689283206740282,0,0,0,0,0.026871768685772644,0.030382332290802325,0.04008425352652071,0.012829514265653923,0.015318823003765877,0.014808195570307015,0,0.021191038488542795
2,40,0,0,0,0,0,0.027452316076294277,0,0,0.01491825613079019,0,0,0,0.0335149863760218,0.04305177111716621,0,0
2,41,0,0,0,0.04387432608291504,0,0,0.016669765136022804,0.0155543161678131,0,0.03445497924025531,0,0,0,0.01140236723058809,0,0
2,42,0,0,0,0,0,0,0.012695427295168685,0.057540848712824735,0,0.07652521452921124,0,0,0,0.013459503937933466,0.01457623133889738,0
2,43,0,0.017063254015863494,0,0,0,0.01919616076784643,0,0,0.009264813703925881,0,0.05138972205558888,0.02192894754382457,0.036192761447710456,0.007331866959941345,0.008598280343931213,0
2,44,0,0,0.006918238993710692,0,0,0,0.0071069182389937105,0,0,0.08421383647798743,0,0.030943396226415093,0,0,0.006792452830188679,0
2,45,0,0,0,0,0,0,0,0,0,0,0.027952656761521026,0.0285570385293377,0,0,0,0
2,46,0,0.016222987785781396,0.025493266520513622,0.016285624804259317,0.03607892264328218,0.01096147823363608,0,0.03852176636392108,0,0,0,0,0,0,0,0
2,47,0,0,0,0,0.013022113022113022,0,0,0.010196560196560197,0,0.02450859950859951,0.007002457002457003,0.02192874692874693,0,0.010872235872235873,0.02923832923832924,0.03771498771498771
2,48,0.00537761493913249,0.030788322893275027,0,0,0,0.040361659378324075,0.020033093015010047,0.01961943032738447,0,0,0,0,0,0,0,0
2,49,0,0,0,0.05234045495402061,0,0,0,0,0.010440434211436079,0.010440434211436079,0.014104957477701721,0,0,0,0.015487796446103852,0
2,50,0,0,0,0,0.03192997596005671,0.06731184121309253,0.008937927633606608,0,0,0,0,0,0,0,0.017690932626517906,0.03322443444492387
2,51,0,0,0,0,0,0,0,0.02535502475651559,0,0,0.012459872680776973,0.04418085858860656,0,0,0,0.033407693563305946
2,52,0,0,0,0,0,0,0,0.03119346185039616,0,0,0,0,0,0,0,0
2,53,0,0.01029678982434888,0.037189582071471834,0,0,0,0,0,0.0273167777104785,0.023864324651726228,0,0.03137492428831012,0,0.01532404603270745,0,0
2,54,0.013975704682155915,0.0123245665762472,0,0,0,0.040983606557377046,0,0,0,0,0.026418209694539452,0.08703856586861658,0,0,0,0
2,55,0,0.006640558487995913,0,0.03365684772121006,0,0.017935183608604348,0.03047846075259663,0.026732504682445087,0.021510868948294456,0.015437879561836653,0,0.020602758385833475,0,0.0039162268006129744,0,0
2,56,0,0,0,0,0,0.021875384048175003,0.03226004670025808,0.06126336487649011,0,0,0,0,0,0,0,0
2,57,0,0,0,0.04687595245352027,0,0.024443767144163363,0.01542212740018287,0.04388905821395916,0,0,0,0,0,0,0,0
2,58,0,0,0,0,0,0,0,0.10352220520673813,0,0.010535987748851455,0,0,0,0.010781010719754977,0,0.005941807044410413
2,59,0,0,0,0,0,0,0,0.027873689497143573,0,0,0,0,0,0.030635947014878522,0.03980161968736267,0.005524515035469898
2,60,0,0,0,0,0,0.022111410012466373,0,0,0,0,0.04146709533495178,0.021586510071517618,0,0.0206023226822387,0,0.030116134111934912
2,61,0,0,0,0.026811180832857957,0.014945807187678265,0.030861380490587564,0,0,0,0,0,0.0096406160867085,0,0.03029092983456931,0.03280091272104963,0.04004563605248146
2,62,0,0,0,0,0,0,0,0.026210153482880756,0,0,0,0.047284533648170014,0,0,0,0.008382526564344746
2,63,0,0,0,0.022263995770428244,0,0,0,0,0,0,0.026317335369793807,0.03048816307348881,0,0,0,0
2,64,0,0,0,0,0,0,0.011002444987775062,0,0,0,0,0.037253892677905034,0,0,0,0.023806459915068846
2,65,0,0,0,0.07603033300362677,0,0,0,0,0,0,0,0,0,0,0,0
2,66,0,0,0,0.037504735446394745,0,0,0,0.039840889001136505,0,0,0,0,0,0,0,0
2,67,0,0,0,0,0,0,0,0.008602650546384562,0,0,0,0.02615670774238549,0,0,0,0.0963148105091839
2,68,0,0,0,0.042326289991389016,0,0,0,0,0,0,0,0.011856660263628535,0,0,0,0
2,69,0,0,0,0.012390624002043814,0,0,0,0,0,0.04119563134700134,0.007472695918758382,0.03340358944880884,0,0,0.02209874177684103,0
2,70,0,0,0,0,0,0,0,0.04427904629746436,0,0,0.016651949034943863,0,0,0,0,0.041566797022833356
2,71,0,0,0,0.08275307980717729,0,0,0,0,0,0,0.015733797536154257,0,0,0,0,0
2,72,0,0,0,0,0,0,0,0,0,0,0,0.048783191972947504,0,0,0,0.029159044292920894
2,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011241696474195196,0.0763640492817805
2,74,0,0,0,0.04090040601862909,0,0,0,0.02621208502507762,0,0,0,0,0,0,0.0149868641031765,0
2,75,0,0,0,0,0,0,0,0,0,0,0,0.055913739439751003,0,0,0,0
2,76,0,0,0,0,0,0,0,0.0031305375073833433,0,0,0,0.0377436503248671,0,0,0,0
2,77,0,0,0,0,0,0,0.028427757291317465,0.030841434797184042,0,0.07770700636942675,0,0,0.036339255782769024,0,0,0
2,78,0,0,0.023605884365378037,0,0.03181662675333562,0.027163872733492987,0.009168662333219295,0,0,0,0,0,0,0,0.009716045159083133,0.07109134450906603
2,79,0,0,0,0,0,0,0,0.04128223326236101,0,0,0,0,0,0.015318192571563756,0.018571090607996214,0.05701443103856163
2,80,0,0,0,0.005314589405108864,0,0,0,0.025944339676552946,0,0,0,0.035602034401965826,0,0,0,0
2,81,0,0,0,0,0,0,0,0.09181563906116989,0,0,0,0,0,0.03058494466739633,0,0
2,82,0,0,0,0,0,0,0.038533410657903215,0.05180746182099362,0,0,0,0,0,0,0,0
2,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046613837650662585
2,84,0,0,0,0,0,0,0,0,0,0,0.04011461318051576,0.02835482330468004,0,0,0,0.03689111747851003
2,85,0,0,0,0,0,0,0,0.05214649527043415,0,0,0.017948096046568034,0.03359204462769828,0,0,0.01012612175600291,0.02661896677176813
2,86,0,0,0,0,0,0,0,0.05763726255529534,0,0,0,0,0,0,0,0.057442102524069734
2,87,0,0,0,0,0,0,0.017403035413153457,0,0,0,0,0,0,0,0,0
2,88,0,0,0,0,0,0,0,0.04679833169774288,0,0,0.018584396467124634,0,0,0,0,0
2,89,0.0130088385410183,0.01767708203659903,0,0,0,0.029378812398854724,0,0,0,0,0.014813892692642848,0.07743059878003236,0,0.02340346072451139,0,0
2,90,0,0.016469540887701896,0,0.06129975836194836,0,0,0,0,0,0.048200432404934504,0,0.035037517486964265,0,0,0,0
2,91,0,0,0,0,0,0.014117505707076775,0.018563018142496696,0.02246786014658176,0,0,0,0,0,0,0,0
2,92,0,0,0.01071381622190088,0,0,0,0,0.01662942027080321,0,0,0,0,0,0,0,0.05140002629157355
2,93,0,0,0,0.027479557211993102,0,0,0.012015352950992935,0.01668799020971241,0,0.023863825999888746,0.0070089558880792125,0,0,0.011737219780831061,0.005840796573399343,0
2,94,0,0,0,0.027377604316133845,0,0,0,0.035298169086839234,0,0,0,0,0,0,0.02129369224588188,0
2,95,0,0,0,0.011830635118306352,0,0,0,0.032254047322540474,0,0,0,0.024221668742216686,0,0,0,0
2,96,0,0,0,0,0,0,0,0,0,0,0.021916502888452146,0.0515752486451075,0,0.01870049431242928,0,0
2,97,0,0,0,0,0,0.014120227568716157,0,0,0,0,0,0,0,0,0.015216944273082459,0.057577626979230925
2,98,0,0,0,0,0,0,0,0,0,0,0,0.11281451945552042,0,0,0,0
2,99,0,0,0.010540093689721686,0,0,0,0.020046844860843207,0.03664921465968586,0,0.061036098098649766,0,0,0,0,0,0
3,100,0,0,0,0.03307493540051679,0,0,0,0,0,0,0,0,0,0,0,0
3,101,0.023851590106007067,0,0,0,0,0.03521790341578328,0.02308598351001178,0,0,0,0,0.00812720848056537,0.010954063604240283,0,0.008539458186101296,0.03356890459363958
3,102,0,0.01491792022969852,0,0,0.04475376068909556,0,0,0.02122214593346233,0,0,0,0.008364022220835154,0,0.022657761687784782,0,0.024967230509955682
3,103,0,0,0,0.03172446387428369,0,0,0,0,0,0,0,0.017014237608554382,0,0,0,0
3,104,0,0,0,0,0,0,0,0.04658828700142841,0,0,0,0,0,0,0,0.010768047467311284
