"mt_id","var3","timestamps","xpos","ypos","steps","dist","vel","acc","subject_nr","Condition","Target_subj","Target_obj","Target_pic","Target_pos","responded_correct","initiation_time","AUC","RT"
"id01","V3",2117.62487830858,-271,-257,100,0,0,0,99,"CG","lion","lemon","lion_lemon","TL_Pic",1,491.973456576741,-76674.627101761,2139.01502859453
"id01","W3",2139.01502859453,-271,-257,101,0,0,NA,99,"CG","lion","lemon","lion_lemon","TL_Pic",1,491.973456576741,-76674.627101761,2139.01502859453
"id02","A",0,0,0,1,0,0,0,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","B",15.8680677456502,-1,0,2,1,0.0630196452415653,-0.00397147568637275,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","C",31.7361354913004,-1,0,3,0,0,0.00267250943799291,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","D",47.6042032369506,-1.67292604790784,0,4,0.672926047907844,0.0424075608129609,0.00357691577816278,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","E",63.4722709826007,-3.24650365725825,0,5,1.57357760935041,0.099166302701333,-0.00325693281118605,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","F",79.3403387282509,-4,0,6,0.75349634274175,0.047485072210402,-0.00299249240496964,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","G",95.2084064739011,-4,0,7,0,0,0.00539673745437843,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","H",111.076474219551,-4.96086944794058,-0.960869447940579,8,1.35887460494752,0.0856357955315647,-0.00126693070498668,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","I",126.944541965201,-5,-2,9,1.03986706089182,0.0655320532757917,-0.00353309262625912,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","J",142.812609710852,-5.10624277629211,-2.10624277629211,10,0.150249975136478,0.00946870013065486,0.00442308653203807,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","K",158.680677456502,-6,-3,11,1.26396358723662,0.0796545368659079,0.00135217524510137,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
"id02","L",174.548745202152,-7,-4.25467634295962,12,1.6044353291992,0.101110945259167,-0.00341194111785779,99,"GG","panda","bagel","panda_bagel","BR_Pic",1,0,32167.560912227,1586.80677456502
